2.799999999999999711e-02 -8.406952394736519818e-04 -2.353946670526225191e-05
5.599999999999999423e-02 -3.083207000913463450e-03 -1.098692627308392287e-04
8.399999999999999134e-02 -5.942425580733846739e-03 -2.762571789913868922e-04
1.119999999999999885e-01 -8.546384327222565636e-03 -5.155559401536188077e-04
1.399999999999999856e-01 -9.577472840564404608e-03 -7.837251796894221774e-04
1.679999999999999827e-01 -7.668569484710973695e-03 -9.984451252613294522e-04
1.959999999999999798e-01 -1.599110826448013698e-03 -1.043220228401873671e-03
2.239999999999999769e-01 9.438885906372972492e-03 -7.789314230234304802e-04
2.520000000000000018e-01 2.567853030126142008e-02 -5.993257458811082324e-05
2.800000000000000266e-01 4.682634836383005317e-02 1.251205179599130515e-03
3.079999999999999405e-01 7.168546887186136307e-02 3.258398308011248475e-03
3.359999999999999654e-01 9.895226505168427944e-02 6.029061729458408229e-03
3.639999999999999902e-01 1.269117381801537214e-01 9.582590398502710202e-03
3.920000000000000151e-01 1.543301602909280257e-01 1.390383488664869577e-02
4.199999999999999289e-01 1.799421602571214251e-01 1.894221537384809320e-02
4.479999999999999538e-01 2.032217955155954103e-01 2.463242564828476908e-02
4.759999999999999787e-01 2.240726883803589586e-01 3.090646092293481903e-02
5.040000000000000036e-01 2.427207082592376663e-01 3.770264075419347410e-02
5.320000000000000284e-01 2.594440110996859561e-01 4.496707306498468754e-02
5.599999999999999423e-01 2.747614003733420684e-01 5.266039227543826279e-02
5.879999999999999671e-01 2.893323782057898863e-01 6.076169886520037949e-02
6.159999999999999920e-01 3.032770783585534424e-01 6.925345705923988127e-02
6.439999999999999059e-01 3.153386897557690083e-01 7.808294037240140484e-02
6.719999999999999307e-01 3.235018249847511074e-01 8.714099147197441886e-02
6.999999999999999556e-01 3.272928067044216238e-01 9.630519005969821744e-02
7.279999999999999805e-01 3.272976524342371407e-01 1.054695243278568617e-01
7.560000000000000053e-01 3.244290723856702030e-01 1.145535383546556207e-01
7.839999999999999192e-01 3.186233986579142252e-01 1.234749935170772195e-01
8.119999999999999440e-01 3.089065217781164496e-01 1.321243761268644790e-01
8.399999999999999689e-01 2.945640837459738703e-01 1.403721704717517393e-01
8.679999999999998828e-01 2.753633259638645359e-01 1.480823435987399517e-01
8.959999999999999076e-01 2.508171191003518707e-01 1.551052229335498078e-01
9.239999999999999325e-01 2.211214903659588782e-01 1.612966246637966561e-01
9.519999999999999574e-01 1.864474120472901786e-01 1.665171522011207605e-01
9.799999999999999822e-01 1.474569361845836646e-01 1.706459464142890958e-01
1.007999999999999785e+00 1.046136987226142789e-01 1.735751299785223134e-01
1.036000000000000032e+00 5.818319015935977112e-02 1.752042593029843887e-01
1.063999999999999835e+00 8.656062519420524778e-03 1.754466290535281470e-01
1.091999999999999860e+00 -4.356580996855347748e-02 1.742267863744086376e-01
1.119999999999999885e+00 -9.826630235956579362e-02 1.714753299083408289e-01
1.147999999999999909e+00 -1.552452210900028551e-01 1.671284637178207522e-01
1.175999999999999934e+00 -2.141021847528088440e-01 1.611336025447420994e-01
1.203999999999999959e+00 -2.744055075908008456e-01 1.534502483321996680e-01
1.231999999999999984e+00 -3.354631699135412481e-01 1.440572795746205281e-01
1.259999999999999787e+00 -3.967948674628879457e-01 1.329470232856596601e-01
1.287999999999999812e+00 -4.570088616542136162e-01 1.201507751593416662e-01
1.315999999999999837e+00 -5.154172839592240374e-01 1.057190912084833984e-01
1.343999999999999861e+00 -5.699146282078434433e-01 8.976148161866380482e-02
1.371999999999999886e+00 -6.198479008314614624e-01 7.240574039538288931e-02
1.399999999999999911e+00 -6.615969557650958066e-01 5.388102563396020978e-02
