2.799999999999999711e-02 -9.763738686205831194e-04 -2.733846832137632301e-05
5.599999999999999423e-02 -3.667951463344895028e-03 -1.300411092950333751e-04
8.399999999999999134e-02 -7.370142254801956110e-03 -3.364050924294881241e-04
1.119999999999999885e-01 -1.132298164582475411e-02 -6.534485785125812053e-04
1.399999999999999856e-01 -1.400348322879021480e-02 -1.045546108918707232e-03
1.679999999999999827e-01 -1.426469455779336148e-02 -1.444957556536921334e-03
1.959999999999999798e-01 -1.069033328358051996e-02 -1.744286888477176002e-03
2.239999999999999769e-01 -2.350529657272109642e-03 -1.810101718880794677e-03
2.520000000000000018e-01 1.108284305086356183e-02 -1.499782113456615265e-03
2.800000000000000266e-01 2.938616135715471991e-02 -6.769695954562830525e-04
3.079999999999999405e-01 5.159847030542518559e-02 7.677875730956219835e-04
3.359999999999999654e-01 7.667246169809720235e-02 2.914616500642343636e-03
3.639999999999999902e-01 1.028990679657858370e-01 5.795790403684345816e-03
3.920000000000000151e-01 1.294843770513144088e-01 9.421352961121148839e-03
4.199999999999999289e-01 1.552741409590559507e-01 1.376902890797471538e-02
4.479999999999999538e-01 1.791621283001388898e-01 1.878556850037860562e-02
4.759999999999999787e-01 2.017102898882801865e-01 2.443345661725045137e-02
5.040000000000000036e-01 2.224939607395335639e-01 3.066328751795739313e-02
5.320000000000000284e-01 2.420675945200891355e-01 3.744118016451988828e-02
5.599999999999999423e-01 2.605330442963302295e-01 4.473610540481713638e-02
5.879999999999999671e-01 2.784608686274625544e-01 5.253300972638608873e-02
6.159999999999999920e-01 2.958581844628382362e-01 6.081703889134554980e-02
6.439999999999999059e-01 3.115780872066614693e-01 6.954122533313206178e-02
6.719999999999999307e-01 3.235791490821565697e-01 7.860144150743246516e-02
6.999999999999999556e-01 3.311244644436351359e-01 8.787292651185424353e-02
7.279999999999999805e-01 3.353633233426541738e-01 9.726309956544855473e-02
7.560000000000000053e-01 3.369580188777038243e-01 1.066979240940242601e-01
7.839999999999999192e-01 3.356556963194573528e-01 1.160962835909690738e-01
8.119999999999999440e-01 3.306702725441708068e-01 1.253550512222058599e-01
8.399999999999999689e-01 3.214887631654833600e-01 1.343567365908393818e-01
8.679999999999998828e-01 3.074230899781011939e-01 1.429645831102262232e-01
8.959999999999999076e-01 2.885834309131948827e-01 1.510449191757956555e-01
9.239999999999999325e-01 2.649739257912178680e-01 1.584641890979497647e-01
9.519999999999999574e-01 2.367221909257944956e-01 1.650924104438720175e-01
9.799999999999999822e-01 2.045739453540646735e-01 1.708204809137858216e-01
1.007999999999999785e+00 1.690346921346188858e-01 1.755534522935551511e-01
1.036000000000000032e+00 1.303612744645311905e-01 1.792035679785620172e-01
1.063999999999999835e+00 8.885154072185200147e-02 1.816914111187738767e-01
1.091999999999999860e+00 4.507626243923035236e-02 1.829535464670723199e-01
1.119999999999999885e+00 -9.194814282865787156e-04 1.829278009870803079e-01
1.147999999999999909e+00 -4.879038360236674643e-02 1.815616702462140297e-01
1.175999999999999934e+00 -9.840578604723786149e-02 1.788063082368913648e-01
1.203999999999999959e+00 -1.495337493113016725e-01 1.746193632561749143e-01
1.231999999999999984e+00 -2.016872798347651707e-01 1.689721194208015087e-01
1.259999999999999787e+00 -2.543817498053340675e-01 1.618494304262521610e-01
1.287999999999999812e+00 -3.068081004724933503e-01 1.532588036130223264e-01
1.315999999999999837e+00 -3.591462904384169486e-01 1.432027074807466493e-01
1.343999999999999861e+00 -4.094243927368734215e-01 1.317388244841142253e-01
1.371999999999999886e+00 -4.576460992829339269e-01 1.189247337041920566e-01
1.399999999999999911e+00 -5.031154650214292312e-01 1.048375006835920442e-01
